Trans. Date,Debits,Credits,Balance,Date,Day_of_week,Month,Month_name
2021-06-01,0.0,23125.0,30543.27,2021-06-01,Tuesday,6,Jun
2021-06-01,500.0,0.0,30043.27,2021-06-01,Tuesday,6,Jun
2021-06-01,1000.0,0.0,29043.27,2021-06-01,Tuesday,6,Jun
2021-06-01,10.0,0.0,29033.27,2021-06-01,Tuesday,6,Jun
2021-06-01,0.75,0.0,29032.52,2021-06-01,Tuesday,6,Jun
2021-06-01,50.0,0.0,28982.52,2021-06-01,Tuesday,6,Jun
2021-06-02,1200.0,0.0,27782.52,2021-06-02,Wednesday,6,Jun
2021-06-02,594.0,0.0,27188.52,2021-06-02,Wednesday,6,Jun
2021-06-02,663.94,0.0,26524.58,2021-06-02,Wednesday,6,Jun
2021-06-03,1500.0,0.0,25024.58,2021-06-03,Thursday,6,Jun
2021-06-03,10.0,0.0,25014.58,2021-06-03,Thursday,6,Jun
2021-06-03,0.75,0.0,25013.83,2021-06-03,Thursday,6,Jun
2021-06-03,3080.0,0.0,21933.83,2021-06-03,Thursday,6,Jun
2021-06-03,5000.0,0.0,16933.83,2021-06-03,Thursday,6,Jun
2021-06-03,10.0,0.0,16923.83,2021-06-03,Thursday,6,Jun
2021-06-03,0.75,0.0,16923.08,2021-06-03,Thursday,6,Jun
2021-06-03,3000.0,0.0,13923.08,2021-06-03,Thursday,6,Jun
2021-06-03,10.0,0.0,13913.08,2021-06-03,Thursday,6,Jun
2021-06-03,0.75,0.0,13912.33,2021-06-03,Thursday,6,Jun
2021-06-03,2100.0,0.0,11812.33,2021-06-03,Thursday,6,Jun
2021-06-03,10.0,0.0,11802.33,2021-06-03,Thursday,6,Jun
2021-06-03,0.75,0.0,11801.58,2021-06-03,Thursday,6,Jun
2021-06-03,1100.0,0.0,10701.58,2021-06-03,Thursday,6,Jun
2021-06-03,5000.0,0.0,5701.58,2021-06-03,Thursday,6,Jun
2021-06-03,0.0,15732.0,21433.58,2021-06-03,Thursday,6,Jun
2021-06-03,50.0,0.0,21383.58,2021-06-03,Thursday,6,Jun
2021-06-04,5000.0,0.0,16383.58,2021-06-04,Friday,6,Jun
2021-06-04,10.0,0.0,16373.58,2021-06-04,Friday,6,Jun
2021-06-04,0.75,0.0,16372.83,2021-06-04,Friday,6,Jun
2021-06-04,1100.0,0.0,15272.83,2021-06-04,Friday,6,Jun
2021-06-04,2000.0,0.0,13272.83,2021-06-04,Friday,6,Jun
2021-06-04,10.0,0.0,13262.83,2021-06-04,Friday,6,Jun
2021-06-04,0.75,0.0,13262.08,2021-06-04,Friday,6,Jun
2021-06-04,0.0,5000.0,18262.08,2021-06-04,Friday,6,Jun
2021-06-04,0.0,8500.0,26762.08,2021-06-04,Friday,6,Jun
2021-06-05,2500.0,0.0,24262.08,2021-06-05,Saturday,6,Jun
2021-06-05,10.0,0.0,24252.08,2021-06-05,Saturday,6,Jun
2021-06-05,0.75,0.0,24251.33,2021-06-05,Saturday,6,Jun
2021-06-05,300.0,0.0,23951.33,2021-06-05,Saturday,6,Jun
2021-06-09,8678.25,0.0,15273.08,2021-06-09,Wednesday,6,Jun
2021-06-09,10215.0,0.0,5058.08,2021-06-09,Wednesday,6,Jun
2021-06-09,0.0,100000.0,105058.08,2021-06-09,Wednesday,6,Jun
2021-06-09,50.0,0.0,105008.08,2021-06-09,Wednesday,6,Jun
2021-06-10,50000.0,0.0,55008.08,2021-06-10,Thursday,6,Jun
2021-06-10,25.0,0.0,54983.08,2021-06-10,Thursday,6,Jun
2021-06-10,1.87,0.0,54981.21,2021-06-10,Thursday,6,Jun
2021-06-10,0.0,134400.0,189381.21,2021-06-10,Thursday,6,Jun
2021-06-10,10000.01,0.0,179381.2,2021-06-10,Thursday,6,Jun
2021-06-10,125000.0,0.0,54381.2,2021-06-10,Thursday,6,Jun
2021-06-10,50.0,0.0,54331.2,2021-06-10,Thursday,6,Jun
2021-06-11,35200.0,0.0,19131.2,2021-06-11,Friday,6,Jun
2021-06-11,1000.0,0.0,18131.2,2021-06-11,Friday,6,Jun
2021-06-11,3000.0,0.0,15131.2,2021-06-11,Friday,6,Jun
2021-06-11,10.0,0.0,15121.2,2021-06-11,Friday,6,Jun
2021-06-11,0.75,0.0,15120.45,2021-06-11,Friday,6,Jun
2021-06-11,400.0,0.0,14720.45,2021-06-11,Friday,6,Jun
2021-06-11,10.0,0.0,14710.45,2021-06-11,Friday,6,Jun
2021-06-11,0.75,0.0,14709.7,2021-06-11,Friday,6,Jun
2021-06-12,1600.0,0.0,13109.7,2021-06-12,Saturday,6,Jun
2021-06-12,10000.0,0.0,3109.7,2021-06-12,Saturday,6,Jun
2021-06-12,0.0,30000.0,33109.7,2021-06-12,Saturday,6,Jun
2021-06-12,600.0,0.0,32509.7,2021-06-12,Saturday,6,Jun
2021-06-12,10.0,0.0,32499.7,2021-06-12,Saturday,6,Jun
2021-06-12,0.75,0.0,32498.95,2021-06-12,Saturday,6,Jun
2021-06-12,50.0,0.0,32448.95,2021-06-12,Saturday,6,Jun
2021-06-13,600.0,0.0,31848.95,2021-06-13,Sunday,6,Jun
2021-06-13,1000.0,0.0,30848.95,2021-06-13,Sunday,6,Jun
2021-06-13,10.0,0.0,30838.95,2021-06-13,Sunday,6,Jun
2021-06-13,0.75,0.0,30838.2,2021-06-13,Sunday,6,Jun
2021-06-14,100.0,0.0,30738.2,2021-06-14,Monday,6,Jun
2021-06-14,30000.0,0.0,738.2,2021-06-14,Monday,6,Jun
2021-06-14,700.0,0.0,38.2,2021-06-14,Monday,6,Jun
2021-06-14,0.0,6750.0,6788.2,2021-06-14,Monday,6,Jun
2021-06-14,6000.0,0.0,788.2,2021-06-14,Monday,6,Jun
2021-06-14,25.0,0.0,763.2,2021-06-14,Monday,6,Jun
2021-06-14,1.87,0.0,761.33,2021-06-14,Monday,6,Jun
2021-06-14,500.0,0.0,261.33,2021-06-14,Monday,6,Jun
2021-06-15,100.0,0.0,161.33,2021-06-15,Tuesday,6,Jun
2021-06-15,0.0,4672.8,4834.13,2021-06-15,Tuesday,6,Jun
2021-06-15,0.0,1100.0,5934.13,2021-06-15,Tuesday,6,Jun
2021-06-15,5000.0,0.0,934.13,2021-06-15,Tuesday,6,Jun
2021-06-15,10.0,0.0,924.13,2021-06-15,Tuesday,6,Jun
2021-06-15,0.75,0.0,923.38,2021-06-15,Tuesday,6,Jun
2021-06-16,300.0,0.0,623.38,2021-06-16,Wednesday,6,Jun
2021-06-16,150.0,0.0,473.38,2021-06-16,Wednesday,6,Jun
2021-06-16,0.0,300000.0,300473.38,2021-06-16,Wednesday,6,Jun
2021-06-16,1300.0,0.0,299173.38,2021-06-16,Wednesday,6,Jun
2021-06-16,10.0,0.0,299163.38,2021-06-16,Wednesday,6,Jun
2021-06-16,0.75,0.0,299162.63,2021-06-16,Wednesday,6,Jun
2021-06-16,298000.0,0.0,1162.63,2021-06-16,Wednesday,6,Jun
2021-06-16,300.0,0.0,862.63,2021-06-16,Wednesday,6,Jun
2021-06-16,50.0,0.0,812.63,2021-06-16,Wednesday,6,Jun
2021-06-17,0.0,40000.0,40812.63,2021-06-17,Thursday,6,Jun
2021-06-17,0.0,26400.0,67212.63,2021-06-17,Thursday,6,Jun
2021-06-17,200.0,0.0,67012.63,2021-06-17,Thursday,6,Jun
2021-06-17,0.0,4000.0,71012.63,2021-06-17,Thursday,6,Jun
2021-06-18,440.0,0.0,70572.63,2021-06-18,Friday,6,Jun
2021-06-18,200.0,0.0,70372.63,2021-06-18,Friday,6,Jun
2021-06-18,0.0,320000.0,390372.63,2021-06-18,Friday,6,Jun
2021-06-18,200.0,0.0,390172.63,2021-06-18,Friday,6,Jun
2021-06-18,1000.0,0.0,389172.63,2021-06-18,Friday,6,Jun
2021-06-18,380000.0,0.0,9172.63,2021-06-18,Friday,6,Jun
2021-06-18,50.0,0.0,9122.63,2021-06-18,Friday,6,Jun
2021-06-18,3.75,0.0,9118.88,2021-06-18,Friday,6,Jun
2021-06-18,50.0,0.0,9068.88,2021-06-18,Friday,6,Jun
2021-06-19,1000.0,0.0,8068.88,2021-06-19,Saturday,6,Jun
2021-06-19,4400.0,0.0,3668.88,2021-06-19,Saturday,6,Jun
2021-06-19,200.0,0.0,3468.88,2021-06-19,Saturday,6,Jun
2021-06-20,100.0,0.0,3368.88,2021-06-20,Sunday,6,Jun
2021-06-20,200.0,0.0,3168.88,2021-06-20,Sunday,6,Jun
2021-06-20,100.0,0.0,3068.88,2021-06-20,Sunday,6,Jun
2021-06-21,200.0,0.0,2868.88,2021-06-21,Monday,6,Jun
2021-06-21,200.0,0.0,2668.88,2021-06-21,Monday,6,Jun
2021-06-21,500.0,0.0,2168.88,2021-06-21,Monday,6,Jun
2021-06-21,2100.0,0.0,68.88,2021-06-21,Monday,6,Jun
2021-06-21,10.0,0.0,58.88,2021-06-21,Monday,6,Jun
2021-06-21,0.75,0.0,58.13,2021-06-21,Monday,6,Jun
2021-06-24,0.0,500000.0,500058.13,2021-06-24,Thursday,6,Jun
2021-06-25,50.0,0.0,500008.13,2021-06-25,Friday,6,Jun
2021-06-25,65000.0,0.0,435008.13,2021-06-25,Friday,6,Jun
2021-06-25,400000.0,0.0,35008.13,2021-06-25,Friday,6,Jun
2021-06-25,50.0,0.0,34958.13,2021-06-25,Friday,6,Jun
2021-06-25,3.75,0.0,34954.38,2021-06-25,Friday,6,Jun
2021-06-25,663.94,0.0,34290.44,2021-06-25,Friday,6,Jun
2021-06-25,700.0,0.0,33590.44,2021-06-25,Friday,6,Jun
2021-06-25,10.0,0.0,33580.44,2021-06-25,Friday,6,Jun
2021-06-25,0.75,0.0,33579.69,2021-06-25,Friday,6,Jun
2021-06-25,2100.0,0.0,31479.69,2021-06-25,Friday,6,Jun
2021-06-25,10.0,0.0,31469.69,2021-06-25,Friday,6,Jun
2021-06-25,0.75,0.0,31468.94,2021-06-25,Friday,6,Jun
2021-06-26,950.0,0.0,30518.94,2021-06-26,Saturday,6,Jun
2021-06-26,29000.0,0.0,1518.94,2021-06-26,Saturday,6,Jun
2021-06-26,25.0,0.0,1493.94,2021-06-26,Saturday,6,Jun
2021-06-26,1.87,0.0,1492.07,2021-06-26,Saturday,6,Jun
2021-06-28,0.0,1634.45,3126.52,2021-06-28,Monday,6,Jun
2021-06-28,0.0,2425.0,5551.52,2021-06-28,Monday,6,Jun
2021-06-28,0.0,23280.0,28831.52,2021-06-28,Monday,6,Jun
2021-06-28,500.0,0.0,28331.52,2021-06-28,Monday,6,Jun
2021-06-28,4070.0,0.0,24261.52,2021-06-28,Monday,6,Jun
2021-06-28,512.0,0.0,23749.52,2021-06-28,Monday,6,Jun
2021-06-28,38.4,0.0,23711.12,2021-06-28,Monday,6,Jun
2021-06-29,5000.0,0.0,18711.12,2021-06-29,Tuesday,6,Jun
2021-06-29,500.0,0.0,18211.12,2021-06-29,Tuesday,6,Jun
2021-06-29,0.0,28130.0,46341.12,2021-06-29,Tuesday,6,Jun
2021-06-29,45000.0,0.0,1341.12,2021-06-29,Tuesday,6,Jun
2021-06-29,25.0,0.0,1316.12,2021-06-29,Tuesday,6,Jun
2021-06-29,1.87,0.0,1314.25,2021-06-29,Tuesday,6,Jun
2021-06-29,100.0,0.0,1214.25,2021-06-29,Tuesday,6,Jun
2021-06-29,0.0,450000.0,451214.25,2021-06-29,Tuesday,6,Jun
2021-06-30,100.0,0.0,451114.25,2021-06-30,Wednesday,6,Jun
2021-06-30,1100.0,0.0,450014.25,2021-06-30,Wednesday,6,Jun
2021-06-30,1000.0,0.0,449014.25,2021-06-30,Wednesday,6,Jun
2021-06-30,10.0,0.0,449004.25,2021-06-30,Wednesday,6,Jun
2021-06-30,0.75,0.0,449003.5,2021-06-30,Wednesday,6,Jun
2021-06-30,100000.0,0.0,349003.5,2021-06-30,Wednesday,6,Jun
2021-06-30,500.0,0.0,348503.5,2021-06-30,Wednesday,6,Jun
2021-06-30,0.0,970000.0,1318503.5,2021-06-30,Wednesday,6,Jun
2021-06-30,400000.0,0.0,918503.5,2021-06-30,Wednesday,6,Jun
2021-06-30,50.0,0.0,918453.5,2021-06-30,Wednesday,6,Jun
2021-06-30,3.75,0.0,918449.75,2021-06-30,Wednesday,6,Jun
2021-06-30,5000.0,0.0,913449.75,2021-06-30,Wednesday,6,Jun
2021-06-30,700000.0,0.0,213449.75,2021-06-30,Wednesday,6,Jun
2021-06-30,50.0,0.0,213399.75,2021-06-30,Wednesday,6,Jun
2021-06-30,3.75,0.0,213396.0,2021-06-30,Wednesday,6,Jun
2021-06-30,100000.0,0.0,113396.0,2021-06-30,Wednesday,6,Jun
2021-06-30,50.0,0.0,113346.0,2021-06-30,Wednesday,6,Jun
2021-06-30,3.75,0.0,113342.25,2021-06-30,Wednesday,6,Jun
2021-06-30,11000.0,0.0,102342.25,2021-06-30,Wednesday,6,Jun
2021-06-30,25.0,0.0,102317.25,2021-06-30,Wednesday,6,Jun
2021-06-30,1.87,0.0,102315.38,2021-06-30,Wednesday,6,Jun
2021-06-30,10000.0,0.0,92315.38,2021-06-30,Wednesday,6,Jun
2021-06-30,25.0,0.0,92290.38,2021-06-30,Wednesday,6,Jun
2021-06-30,1.87,0.0,92288.51,2021-06-30,Wednesday,6,Jun
2021-07-01,500.0,0.0,91788.51,2021-07-01,Thursday,7,Jul
2021-07-01,80000.0,0.0,11788.51,2021-07-01,Thursday,7,Jul
2021-07-01,5038.0,0.0,6750.51,2021-07-01,Thursday,7,Jul
2021-07-01,0.0,200000.0,206750.51,2021-07-01,Thursday,7,Jul
2021-07-01,0.0,90000.0,296750.51,2021-07-01,Thursday,7,Jul
2021-07-01,290000.0,0.0,6750.51,2021-07-01,Thursday,7,Jul
2021-07-01,500.0,0.0,6250.51,2021-07-01,Thursday,7,Jul
2021-07-01,2100.0,0.0,4150.51,2021-07-01,Thursday,7,Jul
2021-07-01,20.0,0.0,4130.51,2021-07-01,Thursday,7,Jul
2021-07-01,1.5,0.0,4129.01,2021-07-01,Thursday,7,Jul
2021-07-01,500.0,0.0,3629.01,2021-07-01,Thursday,7,Jul
2021-07-01,1350.0,0.0,2279.01,2021-07-01,Thursday,7,Jul
2021-07-02,100.0,0.0,2179.01,2021-07-02,Friday,7,Jul
2021-07-02,0.0,30000.0,32179.01,2021-07-02,Friday,7,Jul
2021-07-03,50.0,0.0,32129.01,2021-07-03,Saturday,7,Jul
2021-07-03,1500.0,0.0,30629.01,2021-07-03,Saturday,7,Jul
2021-07-03,1500.0,0.0,29129.01,2021-07-03,Saturday,7,Jul
2021-07-03,10.0,0.0,29119.01,2021-07-03,Saturday,7,Jul
2021-07-03,0.75,0.0,29118.26,2021-07-03,Saturday,7,Jul
2021-07-03,1000.0,0.0,28118.26,2021-07-03,Saturday,7,Jul
2021-07-03,10.0,0.0,28108.26,2021-07-03,Saturday,7,Jul
2021-07-03,0.75,0.0,28107.51,2021-07-03,Saturday,7,Jul
2021-07-03,10000.0,0.0,18107.51,2021-07-03,Saturday,7,Jul
2021-07-03,25.0,0.0,18082.51,2021-07-03,Saturday,7,Jul
2021-07-03,1.87,0.0,18080.64,2021-07-03,Saturday,7,Jul
2021-07-03,200.0,0.0,17880.64,2021-07-03,Saturday,7,Jul
2021-07-03,15000.0,0.0,2880.64,2021-07-03,Saturday,7,Jul
2021-07-03,25.0,0.0,2855.64,2021-07-03,Saturday,7,Jul
2021-07-03,1.87,0.0,2853.77,2021-07-03,Saturday,7,Jul
2021-07-03,500.0,0.0,2353.77,2021-07-03,Saturday,7,Jul
2021-07-03,1500.0,0.0,853.77,2021-07-03,Saturday,7,Jul
2021-07-04,200.0,0.0,653.77,2021-07-04,Sunday,7,Jul
2021-07-06,0.0,30000.0,30653.77,2021-07-06,Tuesday,7,Jul
2021-07-06,12000.0,0.0,18653.77,2021-07-06,Tuesday,7,Jul
2021-07-06,25.0,0.0,18628.77,2021-07-06,Tuesday,7,Jul
2021-07-06,1.87,0.0,18626.9,2021-07-06,Tuesday,7,Jul
2021-07-07,17600.0,0.0,1026.9,2021-07-07,Wednesday,7,Jul
2021-07-07,200.0,0.0,826.9,2021-07-07,Wednesday,7,Jul
2021-07-08,200.0,0.0,626.9,2021-07-08,Thursday,7,Jul
2021-07-08,300.0,0.0,326.9,2021-07-08,Thursday,7,Jul
2021-07-09,0.0,10700.0,11026.9,2021-07-09,Friday,7,Jul
2021-07-09,5000.0,0.0,6026.9,2021-07-09,Friday,7,Jul
2021-07-09,10.0,0.0,6016.9,2021-07-09,Friday,7,Jul
2021-07-09,0.75,0.0,6016.15,2021-07-09,Friday,7,Jul
2021-07-09,200.0,0.0,5816.15,2021-07-09,Friday,7,Jul
2021-07-10,50.0,0.0,5766.15,2021-07-10,Saturday,7,Jul
2021-07-10,0.0,15000.0,20766.15,2021-07-10,Saturday,7,Jul
2021-07-10,14000.1,0.0,6766.05,2021-07-10,Saturday,7,Jul
2021-07-10,25.0,0.0,6741.05,2021-07-10,Saturday,7,Jul
2021-07-10,1.87,0.0,6739.18,2021-07-10,Saturday,7,Jul
2021-07-10,50.0,0.0,6689.18,2021-07-10,Saturday,7,Jul
2021-07-11,200.0,0.0,6489.18,2021-07-11,Sunday,7,Jul
2021-07-11,0.0,245000.0,251489.18,2021-07-11,Sunday,7,Jul
2021-07-11,245000.0,0.0,6489.18,2021-07-11,Sunday,7,Jul
2021-07-11,200.0,0.0,6289.18,2021-07-11,Sunday,7,Jul
2021-07-11,50.0,0.0,6239.18,2021-07-11,Sunday,7,Jul
2021-07-12,500.0,0.0,5739.18,2021-07-12,Monday,7,Jul
2021-07-12,5000.0,0.0,739.18,2021-07-12,Monday,7,Jul
2021-07-12,700.0,0.0,39.18,2021-07-12,Monday,7,Jul
2021-07-12,0.0,250000.0,250039.18,2021-07-12,Monday,7,Jul
2021-07-12,249950.0,0.0,89.18,2021-07-12,Monday,7,Jul
2021-07-12,50.0,0.0,39.18,2021-07-12,Monday,7,Jul
2021-07-13,0.0,500000.0,500039.18,2021-07-13,Tuesday,7,Jul
2021-07-13,499950.0,0.0,89.18,2021-07-13,Tuesday,7,Jul
2021-07-13,50.0,0.0,39.18,2021-07-13,Tuesday,7,Jul
2021-07-14,0.0,10500.0,10539.18,2021-07-14,Wednesday,7,Jul
2021-07-14,50.0,0.0,10489.18,2021-07-14,Wednesday,7,Jul
2021-07-15,200.0,0.0,10289.18,2021-07-15,Thursday,7,Jul
2021-07-15,0.0,1000.0,11289.18,2021-07-15,Thursday,7,Jul
2021-07-15,1700.0,0.0,9589.18,2021-07-15,Thursday,7,Jul
2021-07-15,10.0,0.0,9579.18,2021-07-15,Thursday,7,Jul
2021-07-15,0.75,0.0,9578.43,2021-07-15,Thursday,7,Jul
2021-07-15,0.0,4127.2,13705.63,2021-07-15,Thursday,7,Jul
2021-07-15,200.0,0.0,13505.63,2021-07-15,Thursday,7,Jul
2021-07-16,500.0,0.0,13005.63,2021-07-16,Friday,7,Jul
2021-07-16,9000.0,0.0,4005.63,2021-07-16,Friday,7,Jul
2021-07-17,1000.0,0.0,3005.63,2021-07-17,Saturday,7,Jul
2021-07-19,500.0,0.0,2505.63,2021-07-19,Monday,7,Jul
2021-07-19,200.0,0.0,2305.63,2021-07-19,Monday,7,Jul
2021-07-19,2100.0,0.0,205.63,2021-07-19,Monday,7,Jul
2021-07-19,10.0,0.0,195.63,2021-07-19,Monday,7,Jul
2021-07-19,0.75,0.0,194.88,2021-07-19,Monday,7,Jul
2021-07-20,100.0,0.0,94.88,2021-07-20,Tuesday,7,Jul
2021-07-22,0.0,247350.0,247444.88,2021-07-22,Thursday,7,Jul
2021-07-22,245000.0,0.0,2444.88,2021-07-22,Thursday,7,Jul
2021-07-22,50.0,0.0,2394.88,2021-07-22,Thursday,7,Jul
2021-07-22,3.75,0.0,2391.13,2021-07-22,Thursday,7,Jul
2021-07-22,700.0,0.0,1691.13,2021-07-22,Thursday,7,Jul
2021-07-22,10.0,0.0,1681.13,2021-07-22,Thursday,7,Jul
2021-07-22,0.75,0.0,1680.38,2021-07-22,Thursday,7,Jul
2021-07-22,1600.0,0.0,80.38,2021-07-22,Thursday,7,Jul
2021-07-22,10.0,0.0,70.38,2021-07-22,Thursday,7,Jul
2021-07-22,0.75,0.0,69.63,2021-07-22,Thursday,7,Jul
2021-07-22,50.0,0.0,19.63,2021-07-22,Thursday,7,Jul
2021-07-25,0.0,3000.0,3019.63,2021-07-25,Sunday,7,Jul
2021-07-25,200.0,0.0,2819.63,2021-07-25,Sunday,7,Jul
2021-07-25,0.0,10000.0,12819.63,2021-07-25,Sunday,7,Jul
2021-07-26,384.0,0.0,12435.63,2021-07-26,Monday,7,Jul
2021-07-26,200.0,0.0,12235.63,2021-07-26,Monday,7,Jul
2021-07-26,9000.0,0.0,3235.63,2021-07-26,Monday,7,Jul
2021-07-26,0.0,245885.3,249120.93,2021-07-26,Monday,7,Jul
2021-07-26,100.0,0.0,249020.93,2021-07-26,Monday,7,Jul
2021-07-26,200.0,0.0,248820.93,2021-07-26,Monday,7,Jul
2021-07-26,10000.0,0.0,238820.93,2021-07-26,Monday,7,Jul
2021-07-26,25.0,0.0,238795.93,2021-07-26,Monday,7,Jul
2021-07-26,1.87,0.0,238794.06,2021-07-26,Monday,7,Jul
2021-07-26,230000.0,0.0,8794.06,2021-07-26,Monday,7,Jul
2021-07-26,50.0,0.0,8744.06,2021-07-26,Monday,7,Jul
2021-07-26,3.75,0.0,8740.31,2021-07-26,Monday,7,Jul
2021-07-26,50.0,0.0,8690.31,2021-07-26,Monday,7,Jul
2021-07-27,700.0,0.0,7990.31,2021-07-27,Tuesday,7,Jul
2021-07-27,800.0,0.0,7190.31,2021-07-27,Tuesday,7,Jul
2021-07-27,1300.0,0.0,5890.31,2021-07-27,Tuesday,7,Jul
2021-07-27,0.0,190000.0,195890.31,2021-07-27,Tuesday,7,Jul
2021-07-27,50000.0,0.0,145890.31,2021-07-27,Tuesday,7,Jul
2021-07-27,25.0,0.0,145865.31,2021-07-27,Tuesday,7,Jul
2021-07-27,1.87,0.0,145863.44,2021-07-27,Tuesday,7,Jul
2021-07-27,140000.0,0.0,5863.44,2021-07-27,Tuesday,7,Jul
2021-07-27,50.0,0.0,5813.44,2021-07-27,Tuesday,7,Jul
2021-07-27,3.75,0.0,5809.69,2021-07-27,Tuesday,7,Jul
2021-07-27,500.0,0.0,5309.69,2021-07-27,Tuesday,7,Jul
2021-07-27,0.0,78497.25,83806.94,2021-07-27,Tuesday,7,Jul
2021-07-27,80000.0,0.0,3806.94,2021-07-27,Tuesday,7,Jul
2021-07-27,50.0,0.0,3756.94,2021-07-27,Tuesday,7,Jul
2021-07-27,3.75,0.0,3753.19,2021-07-27,Tuesday,7,Jul
2021-07-27,100.0,0.0,3653.19,2021-07-27,Tuesday,7,Jul
2021-07-28,0.0,34435.0,38088.19,2021-07-28,Wednesday,7,Jul
2021-07-28,50.0,0.0,38038.19,2021-07-28,Wednesday,7,Jul
2021-07-29,1400.0,0.0,36638.19,2021-07-29,Thursday,7,Jul
2021-07-29,10.0,0.0,36628.19,2021-07-29,Thursday,7,Jul
2021-07-29,0.75,0.0,36627.44,2021-07-29,Thursday,7,Jul
2021-07-29,200.0,0.0,36427.44,2021-07-29,Thursday,7,Jul
2021-07-29,5000.0,0.0,31427.44,2021-07-29,Thursday,7,Jul
2021-07-29,10.0,0.0,31417.44,2021-07-29,Thursday,7,Jul
2021-07-29,0.75,0.0,31416.69,2021-07-29,Thursday,7,Jul
2021-07-29,30000.0,0.0,1416.69,2021-07-29,Thursday,7,Jul
2021-07-29,25.0,0.0,1391.69,2021-07-29,Thursday,7,Jul
2021-07-29,1.87,0.0,1389.82,2021-07-29,Thursday,7,Jul
2021-07-29,0.0,26500.0,27889.82,2021-07-29,Thursday,7,Jul
2021-07-29,25000.0,0.0,2889.82,2021-07-29,Thursday,7,Jul
2021-07-29,25.0,0.0,2864.82,2021-07-29,Thursday,7,Jul
2021-07-29,1.87,0.0,2862.95,2021-07-29,Thursday,7,Jul
2021-07-29,2101.0,0.0,761.95,2021-07-29,Thursday,7,Jul
2021-07-29,10.0,0.0,751.95,2021-07-29,Thursday,7,Jul
2021-07-29,0.75,0.0,751.2,2021-07-29,Thursday,7,Jul
